Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,mbti_type,text_sample
4,4,5,5,3,2,1,1,3,1,1,3,5,5,4,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
3,4,2,3,5,5,3,3,4,2,2,4,2,2,2,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
1,1,2,3,3,5,4,3,2,5,4,2,1,1,1,INTP,I like working independently on open ended intellectual problems with no fixed answer.
2,3,3,2,2,3,1,3,4,4,3,1,2,3,2,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
3,3,3,3,2,1,2,3,1,2,2,4,5,5,4,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
2,3,2,2,1,1,1,3,5,5,5,3,4,1,3,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
4,5,2,3,2,3,1,1,5,4,4,2,2,3,1,ESTP,I enjoy persuading others and thrive in competitive high stakes situations.
5,3,2,3,1,3,3,1,3,4,4,4,3,5,5,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
1,3,1,3,1,3,2,1,4,4,4,3,3,5,4,ISTJ,I like working with facts and data and prefer proven methods over experimental approaches.
2,1,5,3,5,5,5,3,3,5,2,2,1,2,3,INTP,I like working independently on open ended intellectual problems with no fixed answer.
3,2,1,4,1,1,3,1,5,4,5,4,5,5,5,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
4,4,4,5,4,5,5,5,3,1,2,5,4,5,5,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
3,3,5,5,3,2,1,1,4,2,5,2,1,1,1,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
1,3,2,2,3,3,3,4,2,2,1,3,1,3,1,INFP,I care deeply about helping others and expressing my inner values through my work.
1,1,1,3,5,5,2,5,2,4,4,2,2,2,1,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
2,3,1,2,2,2,3,4,4,5,3,3,3,3,1,ISTP,I enjoy working with my hands and find satisfaction in fixing or building physical things.
5,3,4,3,2,2,2,2,1,1,3,1,1,1,1,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
1,2,3,3,1,2,3,1,5,4,5,5,3,4,5,ISTJ,I am reliable organised and prefer clear procedures and structured environments.
3,1,4,2,5,3,4,5,1,1,2,3,5,4,3,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
4,5,5,4,3,5,5,5,5,3,3,5,5,5,3,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
3,4,4,5,4,1,1,3,1,1,1,4,5,5,4,ESFJ,I am warm and sociable and I enjoy making others feel welcome and appreciated.
5,4,3,2,2,1,4,3,3,4,3,5,5,2,4,ESTJ,I am direct and confident and I prefer straightforward communication over ambiguity.
2,3,4,3,1,2,2,4,5,5,3,3,5,5,5,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
5,3,5,5,2,1,3,1,2,3,4,5,4,3,5,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
1,2,4,4,4,4,3,5,5,4,3,5,5,4,4,INTJ,I like analysing data and building efficient solutions to difficult problems.
5,5,4,4,3,2,1,1,3,3,5,4,4,5,4,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
3,2,2,1,2,2,2,1,5,4,5,2,2,1,2,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
5,3,4,5,5,3,4,5,4,5,3,2,2,1,2,ENTP,I like to question the status quo and find better more innovative ways of doing things.
3,4,4,4,1,3,2,2,3,1,1,3,2,1,3,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
2,2,1,1,1,1,4,2,2,1,4,3,1,4,1,ISFP,I like creative hands on activities and expressing my feelings through visual art.
4,5,5,5,4,3,3,5,1,1,2,4,5,5,5,ENFJ,I enjoy leading groups and creating environments where everyone feels valued and motivated.
1,3,3,1,1,2,2,2,4,3,1,2,2,1,1,ISTP,I enjoy hands on problem solving working with tools and understanding how things work.
5,5,5,4,5,5,2,4,3,4,5,1,2,4,1,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
4,5,5,3,2,4,5,4,5,5,3,1,1,2,3,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
4,2,2,4,4,5,5,3,2,3,3,1,1,3,1,ENFP,I am enthusiastic creative and love connecting people with exciting new opportunities.
5,5,5,5,1,2,1,1,5,4,3,2,1,1,4,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
4,5,4,5,5,5,3,4,3,1,3,5,5,4,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
1,3,2,1,1,2,2,3,4,3,2,2,2,3,1,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
3,2,1,2,2,3,1,2,3,3,4,1,2,1,2,ISTP,I prefer to stay flexible and respond to situations as they arise rather than planning ahead.
4,5,5,4,3,5,5,5,4,4,3,1,1,1,1,ENTP,I like to question the status quo and find better more innovative ways of doing things.
1,4,4,5,5,5,4,5,5,3,5,3,1,1,1,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
2,4,4,3,3,1,2,2,3,1,3,3,2,2,3,ESFP,I enjoy living in the moment and bringing energy and excitement to everything I do.
5,4,4,5,1,1,1,1,5,5,4,2,2,1,1,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
4,4,5,5,4,5,4,5,4,4,3,2,3,4,1,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
3,4,1,1,5,5,4,5,5,4,4,1,1,1,1,INTP,I like to analyse systems and find innovative conceptual solutions.
1,1,2,3,3,2,2,3,3,1,1,2,2,2,4,ISFP,I enjoy spending time in nature and find inspiration in the beauty of everyday experiences.
2,1,2,2,4,3,4,5,2,2,2,5,4,4,4,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
4,5,4,5,4,5,5,4,3,2,2,2,1,1,2,ENFP,I like brainstorming campaigns advocacy and energising teams with optimistic vision.
4,5,3,1,2,2,4,1,5,4,5,3,3,1,1,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
2,2,3,2,5,5,4,4,1,3,1,3,4,3,4,INFJ,I like helping individuals find clarity and direction in their lives through thoughtful guidance.
5,5,4,3,5,4,3,5,4,5,3,4,3,5,3,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
1,1,4,2,4,5,5,1,3,3,5,1,2,1,1,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
2,1,4,1,1,2,3,1,1,1,3,3,5,2,3,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
1,2,3,4,1,2,2,2,4,4,3,4,3,4,4,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
2,2,4,1,4,1,1,3,3,2,2,3,3,3,2,ISFP,I prefer to act on my feelings rather than follow rigid plans or schedules.
1,1,2,3,3,4,4,5,3,5,3,2,2,2,2,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
1,3,3,3,5,4,3,2,4,4,3,2,2,1,4,INTP,I enjoy debating ideas and exploring multiple logical frameworks before reaching a conclusion.
2,1,3,3,4,5,5,5,5,4,4,3,2,2,1,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
1,3,1,3,3,1,2,1,5,5,3,1,4,2,1,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
2,1,2,1,3,1,1,3,2,3,2,3,2,1,1,ISFP,I prefer to act on my feelings rather than follow rigid plans or schedules.
5,5,4,3,4,5,5,4,2,1,2,1,3,2,3,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
5,4,5,4,4,5,2,5,4,3,4,3,2,1,4,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
1,1,2,3,4,5,5,4,4,5,5,2,5,4,5,INTJ,I prefer working independently on complex strategic problems and long term planning.
1,3,2,1,4,5,5,5,1,2,1,4,3,4,4,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
3,1,1,1,2,1,3,1,2,4,4,3,4,2,5,ISTJ,I like working with facts and data and prefer proven methods over experimental approaches.
3,5,3,3,2,1,2,2,4,3,3,4,3,2,5,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
4,5,5,5,4,4,3,4,1,2,2,2,3,2,3,ENFP,I am enthusiastic creative and love connecting people with exciting new opportunities.
3,1,2,5,2,2,2,1,3,5,4,4,5,3,3,ISTJ,I take my commitments seriously and always follow through on what I promise.
2,5,2,1,5,5,5,5,5,3,5,3,5,3,4,INTJ,I prefer working independently on complex strategic problems and long term planning.
5,5,5,5,1,2,3,2,5,3,5,4,3,4,2,ESTJ,I am practical and results oriented and I like to get things done efficiently and on time.
2,2,3,2,1,1,2,1,5,5,5,4,5,5,4,ISTJ,I like following established methods maintaining accurate records and meeting deadlines.
3,5,4,3,5,5,4,4,2,2,2,1,3,2,4,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
1,1,1,2,2,2,2,1,4,4,3,4,5,5,3,ISTJ,I take my commitments seriously and always follow through on what I promise.
4,3,5,5,4,4,4,5,1,1,2,1,3,1,2,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
5,3,4,5,3,4,4,1,2,1,1,1,2,1,4,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
2,2,3,2,2,1,2,2,3,2,4,3,1,2,1,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
2,2,1,2,5,5,4,5,4,4,4,4,5,4,4,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
2,2,4,1,3,5,5,3,3,4,1,3,4,5,4,INFJ,I am deeply empathetic and enjoy helping others achieve their personal growth goals.
4,3,5,4,2,2,1,1,1,5,5,5,3,4,3,ESTJ,I am direct and confident and I prefer straightforward communication over ambiguity.
5,4,5,4,5,5,4,5,4,5,3,3,4,3,4,ENTJ,I like organising people resources and processes to achieve maximum efficiency.
2,1,3,2,5,3,3,5,3,1,2,5,3,5,2,INFJ,I am intuitive about people feelings and enjoy counselling and guiding others.
2,2,1,1,2,1,3,1,1,1,1,5,4,3,3,ISFJ,I prefer stable predictable environments where I can focus on helping those around me.
1,3,1,2,4,2,3,3,1,1,1,2,3,1,1,ISFP,I enjoy spending time in nature and find inspiration in the beauty of everyday experiences.
3,5,4,5,5,5,4,4,2,4,4,1,2,2,1,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
2,1,1,2,4,3,1,1,2,1,2,4,4,4,4,ISFJ,I take pride in being dependable and always showing up for the people who count on me.
3,4,5,2,5,5,5,3,4,3,3,5,4,4,3,ENTJ,I enjoy managing complex projects making decisive choices and inspiring leadership.
4,4,4,2,3,2,4,4,5,5,3,4,4,5,4,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
2,1,1,1,1,3,3,1,5,3,5,1,3,2,2,ISTP,I like troubleshooting technical systems and finding practical efficient solutions.
3,3,4,3,5,3,5,4,5,2,2,4,3,4,5,ENTJ,I enjoy managing complex projects making decisive choices and inspiring leadership.
2,5,2,1,4,3,3,4,3,2,2,3,4,3,1,INFP,I value creativity self expression and authentic connections with people around me.
3,4,4,4,1,1,1,2,4,3,4,5,3,4,5,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
1,2,3,3,5,5,4,3,1,2,2,5,5,5,4,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
2,1,2,1,5,5,5,3,3,1,2,1,2,3,2,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
3,3,2,1,1,1,2,1,5,3,5,3,5,2,5,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
5,3,4,5,5,4,4,5,5,5,4,4,4,4,3,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
3,1,2,1,1,1,2,1,1,4,1,2,1,1,1,ISFP,I am gentle and easy going and I prefer to avoid conflict and keep things harmonious.
3,4,5,5,3,2,4,1,1,1,2,4,3,3,4,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
3,5,5,5,4,5,4,4,5,4,5,4,5,4,3,ENTJ,I excel at leading teams setting ambitious goals and driving strategic execution.
4,5,5,5,4,1,2,3,1,2,1,2,2,1,1,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
4,3,3,1,4,4,4,4,1,2,2,1,3,2,3,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
1,2,2,1,5,5,4,3,1,1,3,2,2,1,3,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
2,3,1,1,1,2,1,1,1,3,2,1,2,1,2,ISFP,I am observant and sensitive and I notice small details that others often overlook.
5,5,5,2,5,2,5,4,3,2,1,4,3,4,4,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
3,5,4,4,2,1,3,3,1,1,3,1,2,2,1,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
1,2,2,4,2,3,1,2,1,2,1,2,2,2,3,ISFP,I am observant and sensitive and I notice small details that others often overlook.
1,1,2,2,3,5,4,4,4,5,2,2,4,2,1,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
4,2,2,1,4,4,4,1,1,3,2,2,1,2,4,INFP,I am idealistic and often imagine how the world could be better and more compassionate.
3,1,5,4,1,3,2,2,1,1,3,3,3,5,3,ESFJ,I like working with people creating welcoming environments and fulfilling social duties.
5,5,5,4,2,2,1,3,2,1,3,3,5,5,5,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
2,3,3,1,2,3,1,3,1,1,1,5,4,2,3,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
1,2,2,1,3,3,4,4,2,3,1,2,2,1,4,INFP,I am idealistic and often imagine how the world could be better and more compassionate.
5,4,5,4,1,1,2,1,3,1,1,5,4,4,3,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
3,5,4,5,2,3,1,4,3,4,4,5,3,4,4,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
1,1,1,2,5,4,5,4,5,5,4,2,2,2,3,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
5,3,4,4,5,5,4,5,2,1,1,5,5,5,4,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
1,3,3,1,3,4,3,4,2,3,5,3,5,5,2,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
5,5,3,3,5,2,5,5,2,2,4,3,2,2,3,ENFP,I enjoy exploring possibilities meeting diverse people and inspiring others with ideas.
3,3,3,5,4,5,2,4,4,4,5,3,1,2,1,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
2,1,2,1,2,1,1,1,5,4,3,4,4,3,2,ISTP,I enjoy working with my hands and find satisfaction in fixing or building physical things.
3,4,5,2,4,4,4,4,4,4,5,1,2,1,1,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
2,2,1,1,1,1,2,3,1,4,2,4,4,5,5,ISFJ,I take pride in being dependable and always showing up for the people who count on me.
3,4,3,5,3,2,3,2,1,5,2,2,2,1,1,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
4,5,5,5,4,4,3,4,2,5,3,1,1,2,1,ENTP,I like to question the status quo and find better more innovative ways of doing things.
2,1,2,2,5,5,4,4,3,5,5,2,2,1,3,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
4,4,4,5,3,4,4,4,3,3,5,4,4,3,5,ENTJ,I excel at leading teams setting ambitious goals and driving strategic execution.
3,3,3,1,3,2,2,2,5,2,4,1,2,1,5,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
3,1,2,1,5,4,5,4,4,4,1,2,1,2,2,INFP,I value creativity self expression and authentic connections with people around me.
5,5,4,4,4,4,5,5,3,4,4,3,4,5,4,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
5,5,5,4,1,2,3,1,2,1,2,4,4,4,3,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
3,5,3,5,3,5,5,5,5,4,2,5,4,3,4,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
2,1,1,2,5,3,3,4,3,3,4,3,3,5,3,INTJ,I enjoy setting ambitious goals and working methodically toward them without distraction.
1,2,1,2,3,1,1,2,2,2,3,1,2,2,1,ISFP,I like working on creative projects that allow me to express my personal aesthetic.
5,5,5,3,1,1,4,1,1,1,3,5,3,5,3,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
3,2,5,4,1,1,2,3,2,3,1,1,1,1,1,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
5,5,5,4,3,4,5,5,4,4,4,3,2,1,2,ENTP,I like to question the status quo and find better more innovative ways of doing things.
3,4,4,3,4,3,5,5,1,1,1,1,1,2,3,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
3,5,4,5,1,1,1,3,3,2,3,3,3,2,4,ESFJ,I am warm and sociable and I enjoy making others feel welcome and appreciated.
3,2,3,4,4,1,2,2,1,1,2,2,3,5,5,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
5,3,3,4,4,3,5,5,5,5,3,3,1,1,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
4,4,5,3,1,1,4,1,5,5,4,3,2,1,1,ESTP,I prefer hands on experience over theory and I learn best by doing.
2,2,5,1,1,4,2,2,5,4,4,4,3,3,3,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
2,5,4,4,5,4,3,3,1,2,1,3,1,1,1,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
3,4,4,1,1,2,1,1,4,3,5,3,5,5,4,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
1,3,4,3,2,1,1,1,1,2,1,4,4,5,5,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
3,4,5,5,5,3,4,4,5,4,4,5,4,2,5,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
3,2,1,1,3,5,4,4,1,1,3,3,1,3,3,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
4,3,5,5,4,5,4,5,5,5,5,1,2,1,1,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
1,2,1,4,3,4,2,1,4,4,4,2,3,3,1,ISTP,I prefer to stay flexible and respond to situations as they arise rather than planning ahead.
4,4,5,5,2,4,1,2,1,1,1,1,1,1,3,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
5,3,5,4,4,2,1,3,5,5,5,5,4,5,4,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
4,1,3,5,3,5,5,4,3,5,4,5,4,5,5,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
1,2,1,1,1,3,3,2,4,4,4,1,1,2,3,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
2,2,4,5,3,4,5,5,3,5,5,5,3,5,3,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
4,1,1,3,1,1,3,3,2,1,3,1,2,1,1,ISFP,I enjoy spending time in nature and find inspiration in the beauty of everyday experiences.
4,3,3,3,5,5,5,5,3,2,2,4,4,5,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
2,2,1,2,3,2,4,5,5,4,5,1,1,1,1,INTP,I like to analyse systems and find innovative conceptual solutions.
5,5,5,4,5,5,5,5,3,5,3,5,3,5,5,ENTJ,I enjoy managing complex projects making decisive choices and inspiring leadership.
2,4,3,3,1,1,4,1,5,3,1,2,1,2,1,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
2,2,1,1,1,1,4,3,3,4,3,2,4,3,1,ISTP,I prefer to stay flexible and respond to situations as they arise rather than planning ahead.
1,1,2,2,2,1,1,1,1,2,1,4,5,4,2,ISFJ,I like routine and dependable work that allows me to support and protect others.
5,5,5,4,4,5,4,4,4,5,4,5,4,2,5,ENTJ,I excel at leading teams setting ambitious goals and driving strategic execution.
2,1,1,1,1,1,2,2,4,4,4,1,2,1,1,ISTP,I like troubleshooting technical systems and finding practical efficient solutions.
4,2,5,2,4,5,5,4,2,3,2,3,3,4,5,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
5,5,4,4,5,5,3,3,5,4,3,1,3,3,2,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
4,4,5,4,4,4,4,5,1,3,1,4,5,4,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
5,4,3,4,1,2,1,3,1,2,1,3,3,3,3,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
1,1,1,3,2,2,2,2,4,3,2,2,1,2,3,ISTP,I enjoy working with my hands and find satisfaction in fixing or building physical things.
1,2,2,1,1,3,1,3,3,2,1,4,5,4,5,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
2,2,1,1,4,3,4,4,2,2,2,2,2,1,1,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
3,3,1,1,4,5,3,5,1,1,2,5,5,5,5,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
4,1,3,4,1,2,2,3,3,2,2,1,2,1,1,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
3,4,1,1,4,4,4,4,2,5,5,5,5,5,5,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
3,2,1,3,1,2,1,1,5,5,4,3,2,2,2,ISTP,I enjoy hands on problem solving working with tools and understanding how things work.
5,5,5,3,3,4,5,5,5,3,4,4,3,5,5,ENTJ,I like organising people resources and processes to achieve maximum efficiency.
3,2,2,1,2,3,1,2,1,3,2,2,2,2,2,ISFP,I value kindness beauty and helping others in quiet behind the scenes ways.
2,3,3,2,4,3,5,5,4,4,5,1,3,2,1,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
4,5,5,3,4,5,4,5,2,1,4,1,2,1,3,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
4,4,5,4,5,4,4,5,5,4,4,1,2,1,2,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
2,1,2,2,3,4,4,2,1,4,2,4,2,4,5,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
4,4,5,5,5,3,3,3,1,3,4,1,1,3,3,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
2,3,4,2,4,4,4,2,5,4,3,1,1,3,1,INTP,I like working independently on open ended intellectual problems with no fixed answer.
4,3,4,3,3,4,4,2,2,1,1,1,3,1,1,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
2,3,1,3,4,5,2,4,1,3,1,1,1,2,2,INFP,I like exploring philosophical questions about identity meaning and human connection.
5,5,4,5,4,3,4,4,5,4,1,5,5,3,3,ENFJ,I am energised by connecting with people and helping them reach their full potential.
4,5,5,4,1,1,2,1,5,4,5,3,2,1,1,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
3,4,1,1,1,2,1,1,2,1,1,3,1,4,2,ISFP,I enjoy spending time in nature and find inspiration in the beauty of everyday experiences.
4,5,4,2,2,3,1,1,1,4,1,5,4,5,3,ESFJ,I like working with people creating welcoming environments and fulfilling social duties.
1,1,3,1,2,3,3,5,4,4,5,1,3,3,1,INTP,I like working independently on open ended intellectual problems with no fixed answer.
3,3,1,1,3,4,1,1,1,1,2,5,4,5,4,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
5,4,4,3,4,5,5,5,3,1,1,5,4,4,2,ENFJ,I love building relationships supporting personal development and leading collaboratively.
5,3,5,5,1,5,1,1,4,3,5,3,2,2,4,ESTP,I am observant and resourceful and I find practical solutions to problems on the spot.
5,5,3,4,3,1,2,1,5,3,4,5,4,5,3,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
5,5,4,4,2,2,1,3,5,5,3,4,4,5,3,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
3,4,4,5,1,2,3,2,5,4,4,1,1,2,2,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
4,5,5,1,3,2,2,3,2,3,3,2,2,3,1,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
2,1,4,2,1,2,1,1,2,2,1,4,4,3,3,ISFJ,I prefer stable predictable environments where I can focus on helping those around me.
1,1,1,2,3,3,4,4,4,5,5,2,5,5,4,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
4,5,4,5,1,1,3,1,3,3,5,3,3,4,5,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
4,3,2,2,3,3,4,3,1,1,2,1,3,3,2,INFP,I am idealistic and often imagine how the world could be better and more compassionate.
1,1,1,1,5,3,4,5,3,2,2,5,5,5,4,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
1,2,2,2,1,2,1,2,3,5,4,5,4,3,3,ISTJ,I take my commitments seriously and always follow through on what I promise.
5,5,3,3,2,2,3,1,1,1,1,3,2,1,1,ESFP,I am spontaneous energetic and love entertaining and engaging with people around me.
5,4,4,5,1,1,2,3,4,4,4,4,3,3,4,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
3,3,2,1,5,5,5,5,2,2,3,1,3,2,1,INFP,I enjoy quiet reflection and expressing my feelings through creative writing or art.
4,4,3,3,2,1,1,2,5,2,4,1,2,2,1,ESTP,I like working in dynamic environments where I can respond quickly to changing situations.
5,3,4,5,4,4,5,4,3,3,4,4,4,5,5,ENFJ,I love building relationships supporting personal development and leading collaboratively.
2,3,1,1,2,2,1,2,5,5,5,1,1,2,3,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
5,5,5,2,5,5,5,5,5,2,1,1,1,2,3,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
3,1,1,3,1,1,1,3,2,3,1,3,2,1,3,ISFP,I like creative hands on activities and expressing my feelings through visual art.
4,2,3,4,5,5,4,5,2,3,2,3,3,2,1,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
4,4,4,2,1,1,1,1,2,1,1,2,2,3,3,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
4,3,3,4,5,5,4,5,3,5,2,5,3,4,4,ENTJ,I like organising people resources and processes to achieve maximum efficiency.
1,4,1,2,2,4,5,3,5,4,5,5,4,4,4,INTJ,I like analysing data and building efficient solutions to difficult problems.
5,3,2,1,1,1,1,2,5,5,3,3,5,5,4,ISTJ,I am reliable organised and prefer clear procedures and structured environments.
5,2,3,5,1,2,1,3,5,3,5,3,5,5,3,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
1,1,3,5,5,3,5,5,3,1,2,1,2,1,3,INFP,I care deeply about helping others and expressing my inner values through my work.
2,2,1,1,1,3,1,1,2,4,5,4,3,5,5,ISTJ,I take my commitments seriously and always follow through on what I promise.
3,2,1,2,5,5,3,4,2,1,2,4,3,3,5,INFJ,I am deeply empathetic and enjoy helping others achieve their personal growth goals.
5,5,3,3,2,1,2,1,4,4,4,3,4,5,3,ESTJ,I prefer clear hierarchies and well defined roles and I hold myself and others accountable.
3,2,5,3,1,1,1,3,5,5,5,5,4,4,5,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
1,1,2,2,2,1,2,2,2,1,2,1,1,2,3,ISFP,I am observant and sensitive and I notice small details that others often overlook.
5,4,4,4,4,4,4,4,5,5,3,5,5,4,4,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
3,2,2,1,1,2,1,2,4,4,4,4,5,4,5,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
3,4,1,1,4,4,4,5,1,1,2,5,5,3,3,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
4,3,3,3,1,1,4,2,4,1,2,5,5,2,4,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
4,4,5,4,4,4,4,3,2,2,2,5,4,3,3,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
